現像,JLPT_1
原則,JLPT_1
見地,JLPT_1
現地,JLPT_1
限定,JLPT_1
原点,JLPT_1
原典,JLPT_1
原爆,JLPT_1
原文,JLPT_1
厳密,JLPT_1
賢明,JLPT_1
倹約,JLPT_1
原油,JLPT_1
兼用,JLPT_1
権力,JLPT_1
言論,JLPT_1
故～,JLPT_1
語彙,JLPT_1
恋する,JLPT_1
甲,JLPT_1
～光,JLPT_1
好意,JLPT_1
行為,JLPT_1
合意,JLPT_1
工学,JLPT_1
抗議,JLPT_1
合議,JLPT_1
皇居,JLPT_1
好況,JLPT_1
鉱業,JLPT_1
興業,JLPT_1
高原,JLPT_1
交互,JLPT_1
煌々と,JLPT_1
考古学,JLPT_1
工作,JLPT_1
耕作,JLPT_1
鉱山,JLPT_1
講習,JLPT_1
口述,JLPT_1
控除,JLPT_1
交渉,JLPT_1
高尚,JLPT_1
向上,JLPT_1
行進,JLPT_1
香辛料,JLPT_1
降水,JLPT_1
洪水,JLPT_1
合成,JLPT_1
公然,JLPT_1
抗争,JLPT_1
構想,JLPT_1
後退,JLPT_1
光沢,JLPT_1
公団,JLPT_1
好調,JLPT_1
口頭,JLPT_1
講読,JLPT_1
購読,JLPT_1
購入,JLPT_1
公認,JLPT_1
光熱費,JLPT_1
購買,JLPT_1
好評,JLPT_1
交付,JLPT_1
公募,JLPT_1
巧妙,JLPT_1
公用,JLPT_1
小売,JLPT_1
効率,JLPT_1
公立,JLPT_1
護衛,JLPT_1
コーナー,JLPT_1
小柄,JLPT_1
小切手,JLPT_1
国産,JLPT_1
国定,JLPT_1
告白,JLPT_1
国防,JLPT_1
国有,JLPT_1
極楽,JLPT_1
国連,JLPT_1
焦げ茶,JLPT_1
語源,JLPT_1
心地,JLPT_1
心得,JLPT_1
心掛け,JLPT_1
心掛ける,JLPT_1
志,JLPT_1
志す,JLPT_1
心強い,JLPT_1
心細い,JLPT_1
試み,JLPT_1
試みる,JLPT_1
快い,JLPT_1
誤差,JLPT_1
ございます (かん),JLPT_1
孤児,JLPT_1
こじれる,JLPT_1
こす (みずを～),JLPT_1
梢,JLPT_1
個性,JLPT_1
戸籍,JLPT_1
古代,JLPT_1
こたつ,JLPT_1
こだわる,JLPT_1
誇張,JLPT_1
こつ (をつかむ),JLPT_1
滑稽,JLPT_1
国交,JLPT_1
骨董品,JLPT_1
固定,JLPT_1
事柄,JLPT_1
孤独,JLPT_1
ことごとく,JLPT_1
言付け,JLPT_1
殊に,JLPT_1
粉々,JLPT_1
好ましい,JLPT_1
碁盤,JLPT_1
個別,JLPT_1
ごまかす,JLPT_1
細やか,JLPT_1
コマーシャル,JLPT_1
込める,JLPT_1
コメント,JLPT_1
籠もる,JLPT_1
固有,JLPT_1
暦,JLPT_1
凝らす,JLPT_1
ごらんなさい (かん),JLPT_1
孤立,JLPT_1
懲りる,JLPT_1
凝る,JLPT_1
根気,JLPT_1
根拠,JLPT_1
混血,JLPT_1
コンタクト (レンズ),JLPT_1
昆虫,JLPT_1
根底,JLPT_1
混同,JLPT_1
コントラスト,JLPT_1
コントロール,JLPT_1
コンパス,JLPT_1
根本,JLPT_1
財,JLPT_1
再会,JLPT_1
災害,JLPT_1
細菌,JLPT_1
細工,JLPT_1
採掘,JLPT_1
サイクル,JLPT_1
採決,JLPT_1
再建,JLPT_1
再現,JLPT_1
財源,JLPT_1
在庫,JLPT_1
採算,JLPT_1
サイズ,JLPT_1
再生,JLPT_1
財政,JLPT_1
最善,JLPT_1
採択,JLPT_1
栽培,JLPT_1
再発,JLPT_1
細胞,JLPT_1
採用,JLPT_1
遮る,JLPT_1
さえずる,JLPT_1
冴える,JLPT_1
竿,JLPT_1
栄える,JLPT_1
差額,JLPT_1
杯,JLPT_1
逆立ち,JLPT_1
さきに (いぜん),JLPT_1
詐欺,JLPT_1
削減,JLPT_1
錯誤,JLPT_1
作戦,JLPT_1
叫び,JLPT_1
捧げる,JLPT_1
差し掛かる,JLPT_1
指図,JLPT_1
差し出す,JLPT_1
差し支える,JLPT_1
授ける,JLPT_1
摩する,JLPT_1
さぞ (さぞや。さぞかし),JLPT_1
定まる,JLPT_1
定める,JLPT_1
座談会,JLPT_1
雑,JLPT_1
雑貨,JLPT_1
殺人,JLPT_1
察する,JLPT_1
雑談,JLPT_1
さっと,JLPT_1
さっぱりする,JLPT_1
悟る,JLPT_1
最中,JLPT_1
座標,JLPT_1
さほど,JLPT_1
サボる,JLPT_1
様,JLPT_1
寒気,JLPT_1
侍,JLPT_1
さも,JLPT_1
作用,JLPT_1
さらう (こどもを～),JLPT_1
障る,JLPT_1
酸,JLPT_1
山岳,JLPT_1
参議院,JLPT_1
産休,JLPT_1
サンキュー,JLPT_1
残金,JLPT_1
産後,JLPT_1
残酷,JLPT_1
産出,JLPT_1
参照,JLPT_1
参上,JLPT_1
残高,JLPT_1
サンタクロース,JLPT_1
桟橋,JLPT_1
賛美,JLPT_1
山腹,JLPT_1
産婦人科,JLPT_1
産物,JLPT_1
山脈,JLPT_1
仕上がり,JLPT_1
仕上,JLPT_1
仕上げる,JLPT_1
飼育,JLPT_1
強いて,JLPT_1
シート,JLPT_1
ジーパン,JLPT_1
仕入れる,JLPT_1
強いる,JLPT_1
潮,JLPT_1
歯科,JLPT_1
自我,JLPT_1
自覚,JLPT_1
仕掛,JLPT_1
仕掛ける,JLPT_1
しかしながら,JLPT_1
色彩,JLPT_1
式場,JLPT_1
しきたり,JLPT_1
事業,JLPT_1
軽蔑,JLPT_1
経歴,JLPT_1
経路,JLPT_1
けがらわしい,JLPT_1
劇団,JLPT_1
激励,JLPT_1
ゲスト,JLPT_1
獣,JLPT_1
決,JLPT_1
決意,JLPT_1
結核,JLPT_1
決議,JLPT_1
結合,JLPT_1
決算,JLPT_1
月謝,JLPT_1
決勝,JLPT_1
結晶,JLPT_1
結成,JLPT_1
結束,JLPT_1
げっそり,JLPT_1
決断,JLPT_1
月賦,JLPT_1
欠乏,JLPT_1
蹴飛ばす,JLPT_1
けなす,JLPT_1
煙たい,JLPT_1
煙る,JLPT_1
獣,JLPT_1
家来,JLPT_1
下痢,JLPT_1
権威,JLPT_1
兼業,JLPT_1
原形,JLPT_1
原型,JLPT_1
権限,JLPT_1
現行,JLPT_1
健在,JLPT_1
原作,JLPT_1
検事,JLPT_1
原子,JLPT_1
元首,JLPT_1
原書,JLPT_1
懸賞,JLPT_1
健全,JLPT_1
元素,JLPT_1
同調,JLPT_1
到底,JLPT_1
動的,JLPT_1
尊い,JLPT_1
貴い,JLPT_1
同等,JLPT_1
堂々,JLPT_1
尊ぶ,JLPT_1
どうにか,JLPT_1
投入,JLPT_1
導入,JLPT_1
当人,JLPT_1
同封,JLPT_1
逃亡,JLPT_1
冬眠,JLPT_1
同盟,JLPT_1
どうやら,JLPT_1
動力,JLPT_1
登録,JLPT_1
討論,JLPT_1
遠ざかる,JLPT_1
遠回り,JLPT_1
トーン,JLPT_1
とかく,JLPT_1
とがめる,JLPT_1
時折,JLPT_1
とぎれる,JLPT_1
研ぐ,JLPT_1
特技,JLPT_1
独裁,JLPT_1
特産,JLPT_1
独自,JLPT_1
特集,JLPT_1
独占,JLPT_1
独創,JLPT_1
得点,JLPT_1
特派,JLPT_1
特有,JLPT_1
とげ (をさす),JLPT_1
遂げる,JLPT_1
～どころか,JLPT_1
年頃,JLPT_1
戸締り,JLPT_1
途上,JLPT_1
土台,JLPT_1
途絶える,JLPT_1
特許,JLPT_1
特権,JLPT_1
とっさに,JLPT_1
突如,JLPT_1
とって,JLPT_1
突破,JLPT_1
土手,JLPT_1
届,JLPT_1
滞る,JLPT_1
整える,JLPT_1
止める,JLPT_1
唱える,JLPT_1
殿様,JLPT_1
土俵,JLPT_1
扉,JLPT_1
溝,JLPT_1
徒歩,JLPT_1
土木,JLPT_1
とぼける,JLPT_1
乏しい,JLPT_1
富,JLPT_1
富む,JLPT_1
共稼ぎ,JLPT_1
伴う,JLPT_1
共働き,JLPT_1
ドライ,JLPT_1
ドライクリーニング,JLPT_1
ドライバー,JLPT_1
ドライブイン,JLPT_1
トラブル,JLPT_1
トランジスター,JLPT_1
とりあえず,JLPT_1
取扱,JLPT_1
取り扱う,JLPT_1
鳥居,JLPT_1
取り替え,JLPT_1
取り組む,JLPT_1
取締り,JLPT_1
取り締まる,JLPT_1
取り調べる,JLPT_1
取り立てる,JLPT_1
取り次ぐ,JLPT_1
取り付ける,JLPT_1
取り除く,JLPT_1
取引,JLPT_1
取り巻く,JLPT_1
取り混ぜる,JLPT_1
取り戻す,JLPT_1
取り寄せる,JLPT_1
ドリル,JLPT_1
副,JLPT_1
とろける,JLPT_1
鈍感,JLPT_1
とんだ,JLPT_1
度忘れ,JLPT_1
問屋,JLPT_1
内閣,JLPT_1
乃至,JLPT_1
内緒,JLPT_1
内心,JLPT_1
内蔵,JLPT_1
ナイター,JLPT_1
内部,JLPT_1
内乱,JLPT_1
内陸,JLPT_1
苗,JLPT_1
なおさら,JLPT_1
流し,JLPT_1
長々,JLPT_1
中程,JLPT_1
渚,JLPT_1
嘆く,JLPT_1
投げ出す,JLPT_1
仲人,JLPT_1
和やか,JLPT_1
名残,JLPT_1
情け,JLPT_1
情無い,JLPT_1
情深い,JLPT_1
詰る,JLPT_1
名高い,JLPT_1
雪崩,JLPT_1
懐く,JLPT_1
名付ける,JLPT_1
何気ない,JLPT_1
なにとぞ,JLPT_1
なにより,JLPT_1
ナプキン,JLPT_1
名札,JLPT_1
生臭い,JLPT_1
生温い,JLPT_1
生身,JLPT_1
鉛,JLPT_1
滑らか,JLPT_1
嘗める,JLPT_1
悩ましい,JLPT_1
悩ます,JLPT_1
悩み,JLPT_1
並びに,JLPT_1
成り立つ,JLPT_1
なるたけ,JLPT_1
慣れ,JLPT_1
馴々しい,JLPT_1
～なんか,JLPT_1
ナンセンス,JLPT_1
何だか,JLPT_1
なんだかんだ,JLPT_1
なんなり,JLPT_1
荷,JLPT_1
似通う,JLPT_1
にきび,JLPT_1
賑わう,JLPT_1
憎しみ,JLPT_1
肉親,JLPT_1
肉体,JLPT_1
逃げ出す,JLPT_1
西日,JLPT_1
滲む,JLPT_1
にせ物,JLPT_1
日夜,JLPT_1
荷造り,JLPT_1
担う,JLPT_1
鈍る,JLPT_1
にも関わらず,JLPT_1
ニュアンス,JLPT_1
ニュー,JLPT_1
入手,JLPT_1
入賞,JLPT_1
入浴,JLPT_1
尿,JLPT_1
認識,JLPT_1
妊娠,JLPT_1
任務,JLPT_1
任命,JLPT_1
抜かす,JLPT_1
抜け出す,JLPT_1
主,JLPT_1
沼,JLPT_1
音色,JLPT_1
値打ち,JLPT_1
ネガ,JLPT_1
寝かせる,JLPT_1
ねじまわし,JLPT_1
捩れる,JLPT_1
妬む,JLPT_1
ねだる,JLPT_1
熱意,JLPT_1
熱湯,JLPT_1
熱量,JLPT_1
粘り,JLPT_1
粘る,JLPT_1
値引き,JLPT_1
根回し,JLPT_1
眠たい,JLPT_1
練る,JLPT_1
念,JLPT_1
年賀,JLPT_1
念願,JLPT_1
年号,JLPT_1
燃焼,JLPT_1
年長,JLPT_1
燃料,JLPT_1
年輪,JLPT_1
ノイローゼ,JLPT_1
農耕,JLPT_1
農場,JLPT_1
農地,JLPT_1
納入,JLPT_1
逃す,JLPT_1
逃れる,JLPT_1
軒並,JLPT_1
望ましい,JLPT_1
乗っ取る,JLPT_1
のどか,JLPT_1
罵る,JLPT_1
延べ,JLPT_1
飲み込む,JLPT_1
乗り込む,JLPT_1
刃,JLPT_1
～派,JLPT_1
バー,JLPT_1
把握,JLPT_1
パート,JLPT_1
廃棄,JLPT_1
配給,JLPT_1
ばい菌,JLPT_1
配偶者,JLPT_1
拝啓,JLPT_1
背景,JLPT_1
背後,JLPT_1
廃止,JLPT_1
拝借,JLPT_1
排除,JLPT_1
賠償,JLPT_1
排水,JLPT_1
敗戦,JLPT_1
配置,JLPT_1
配布,JLPT_1
配分,JLPT_1
敗北,JLPT_1
倍率,JLPT_1
配慮,JLPT_1
配列,JLPT_1
破壊,JLPT_1
いたわる,JLPT_1
一概に,JLPT_1
